grade,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,gender,0,1,2,3,4,5,6
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,245,30,1,1,1,1095,509.27,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,280,21,1,1,0,1064,548.47,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,21,1,1,0,774,494.52,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,1,1,0,1,1,1,0,1,1,0,225,20,1,1,0,2098,455.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,24,1,0,1,308,586.31,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,0,0,1,1,1,360,30,1,1,1,2886,561.78,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0,1,1,0,1,0,1,1,1,1,1,1,0,30,25,1,1,0,421,386.14,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,0,0,0,0,0,1,0,0,0,0,1,0,270,35,1,1,1,3201,520.26,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,21,1,1,0,612,655.74,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,0,1,575,415.24,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,1,0,1,1,1,0,0,0,1,1,1,1,0,0,160,17,1,1,0,362,342.36,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,800,20,1,1,0,865,499.1,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,23,1,1,0,1233,483.86,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1100,20,1,1,0,1411,540.73,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,0,1,0,1,1,0,0,1,1,1,1,1,0,225,25,1,1,1,1062,416.36,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1,1,0,0,1,0,0,1,1,1,1,0,0,300,21,1,1,1,539,393.45,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,40,20,1,1,0,632,517.22,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,0,0,1,1,0,240,21,1,0,1,575,433.96,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,2966,584.18,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,40,1,1,0,389,565.36,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,0,0,1,1,75,30,1,1,0,1101,503.71,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1,1,1,0,0,1,0,1,1,0,0,0,1,0,300,25,1,1,0,2041,495.24,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,1,300,32,1,1,1,2144,406.0,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,13,1,1,0,1733,520.42,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,0,0,1,1,0,1,1,0,1,1,1,0,350,30,1,1,0,712,459.41,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,1,1,1,0,0,1,1,1,1,1,1,1,1,0,300,1,0,1,0,889,397.98,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,225,24,1,1,1,1640,577.41,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,898,531.2,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,240,25,1,1,0,636,641.07,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,23,1,1,0,1848,491.95,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,40,20,1,1,0,632,597.86,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,1,0,1,1,1,1,1,1,1,1,0,90,30,1,1,0,1489,376.44,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,285,13,1,1,0,300,378.52,M,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,1,0,0,1,1,0,225,19,1,1,1,1196,453.08,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,200,25,1,1,0,612,513.72,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,25,0,1,1,2640,516.18,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,25,1,1,0,247,601.06,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,0,1,0,0,1,1,1,1,1,0,450,22,1,1,0,1173,564.27,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,300,30,1,1,0,316,584.1,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,28,1,1,0,3009,391.75,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,1,300,24,1,1,0,2183,488.3,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,1327,512.32,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,0,50,30,1,1,0,854,469.67,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,0,0,0,0,1,1,300,33,1,1,0,2340,679.19,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,200,20,1,1,0,509,621.51,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,0,1,0,0,0,0,1,1,1,1,1,1,1,225,25,1,1,1,2162,553.84,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,1,1,1,1,1,1,1,0,275,20,0,1,0,846,660.29,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,0,0,0,0,1,1,90,23,1,1,0,2569,507.68,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0,0,0,1,0,0,1,1,1,1,1,0,1,450,20,1,1,0,434,457.24,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,0,1,1,1,1,0,0,1,1,0,1,1,0,270,35,1,1,1,2942,414.19,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,0,0,1,1,0,0,0,1,0,45,20,1,1,1,991,455.32,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,1,0,0,1,1,1,1,1,1,0,315,30,1,1,0,1900,407.78,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,0,1,1,0,1,1,0,240,23,1,0,1,570,524.6,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,225,12,1,1,0,421,431.59,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,421,611.51,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,0,1,0,0,1,1,1,1,1,1,1,1,0,30,25,1,1,1,2942,404.89,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,36,1,1,1,2149,322.32,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,40,1,1,0,1913,420.93,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,0,0,0,1,0,1,1,0,0,1,1,1,295,24,1,1,0,1733,462.88,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,1,1,1,1,0,1,1,1,1,0,1,1,1,1,300,30,1,1,1,1046,492.59,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,1,1,1,0,1,1,1,1,1,1,0,301,17,1,1,0,1250,393.75,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,434,539.94,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,0,0,1,1,0,0,1,1,0,275,11,1,1,1,1998,575.41,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,22,1,1,0,996,326.0,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,450,30,1,1,0,979,316.79,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,0,0,0,0,0,1,1,0,0,0,1,0,275,42,1,1,1,3592,530.0,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,1,1,1,0,1,0,0,1,1,0,275,30,1,1,0,2340,597.93,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,0,0,0,1,1,0,1,1,1,225,20,1,1,1,1640,440.71,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,1,1,1,2080,659.99,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,1,0,1,1,0,0,1,1,1,1,1,0,250,24,1,0,1,308,506.17,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,450,22,1,1,0,1471,523.25,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,17,1,1,0,762,496.72,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1,1,1,1,1,1,1,1,0,1,1,1,1,300,30,1,1,0,2041,539.38,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,636,399.2,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,375,32,1,1,1,2966,633.2,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,0,0,1,0,0,1,1,0,0,1,0,0,225,26,1,1,1,1062,434.76,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,0,0,1,1,0,1,1,1,1,1,1,0,270,25,1,1,0,1471,648.77,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,1,1,1,1,0,1,1,0,250,22,1,1,1,3261,548.31,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,0,1,1,1,1,1,1,275,24,1,1,0,1064,536.84,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,1,1046,447.78,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,0,1,0,0,0,1,0,45,30,1,1,1,3164,494.04,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,0,0,0,1,1,0,1,0,1,1,1,1,180,25,1,1,0,1273,619.42,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,261,45,1,1,1,1734,507.19,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,45,40,1,1,0,2748,510.62,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,1,1,1,1,1,1,1,1,1,1,250,26,1,1,1,1988,466.37,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,200,23,1,0,1,398,400.12,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,20,1,1,0,887,629.84,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,0,1,0,1,1,1,1,1,1,1,360,24,1,1,0,432,558.37,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,420,25,1,1,0,929,664.66,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,0,1,1,1,1,1,1,300,30,1,1,0,1913,566.47,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,30,1,1,0,930,568.2,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,1,0,0,0,1,1,1,1,1,1,0,300,26,1,1,0,1250,436.11,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,1,1,1,1,0,1,1,0,0,1,1,0,360,42,1,1,1,2886,431.27,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,1273,536.92,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,215,23,1,1,0,1680,673.21,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,0,1,1,1,0,250,25,1,1,1,2532,491.71,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,1,1,1,1,1,1,1,1,1,1,0,250,20,1,0,1,366,685.96,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,0,0,1,1,1,1,1,1,1,1,0,90,25,1,1,1,1046,462.8,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,0,1,0,0,0,0,1,0,260,30,1,1,1,2646,584.15,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,20,1,1,0,196,659.33,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,0,1,0,1,0,0,0,0,1,1,235,30,1,1,1,989,510.62,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,20,1,1,0,1411,410.77,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,25,1,1,0,987,671.57,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,16,1,1,0,509,533.64,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,1,1,1,1,1,1,1,0,45,15,1,0,1,356,439.85,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,1,264,25,1,1,0,2402,570.12,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,230,18,1,1,0,1380,405.86,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,0,1,0,1,1,0,1,1,1,1,1,1,0,300,32,1,1,1,3261,422.93,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,26,1,1,0,2041,400.08,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,50,15,1,1,0,868,375.49,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,240,30,1,1,0,808,630.33,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,1,1,1,1,1,1,1,1,300,20,1,1,1,3201,572.44,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,25,1,1,1,1720,436.66,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,0,0,1,0,1,1,1,1,1,1,0,300,25,1,1,0,1173,427.69,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,365,35,1,1,0,712,492.35,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0,0,1,1,1,1,0,0,1,1,1,1,0,0,450,18,1,1,0,865,438.4,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,247,651.95,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,10,0,0,1,366,654.38,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,0,1,1,1,1,0,0,0,1,1,0,300,20,0,1,1,991,580.45,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,1,1988,585.91,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,0,1,1,1,0,240,25,1,1,0,2748,490.05,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,360,26,1,0,1,575,583.59,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,21,1,1,1,1619,618.54,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,26,1,1,0,1064,424.03,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,375,30,1,1,0,712,572.6,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,1,0,0,1,1,1,1,1,1,0,250,25,1,1,0,1375,499.5,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,50,1,1,1,1378,549.76,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,275,25,1,1,0,2340,533.5,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,450,25,1,1,1,1720,534.77,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,0,0,1,0,0,1,1,0,0,1,1,0,150,25,1,1,0,1233,530.8,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,1,1,1,0,1,1,1,1,80,25,1,1,0,2183,572.66,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,1,1,1,0,1,0,1,1,1,1,0,365,20,1,1,0,712,495.85,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,0,0,1,0,0,1,1,0,0,1,1,0,45,20,1,1,1,1408,605.47,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,0,1,1,1,1,0,1,1,1,0,200,25,1,1,0,1327,566.94,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,0,1,1,1,1,0,1,1,1,1,300,20,1,1,0,898,671.89,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,0,1,1,0,1,0,0,0,0,1,0,550,30,1,1,1,3201,426.46,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,0,0,0,1,0,375,20,1,1,0,2183,440.16,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,0,0,1,1,0,270,20,1,0,1,570,625.27,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,196,455.01,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,0,0,1,1,0,1,1,1,0,315,10,1,1,0,400,520.15,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,1,1,1,0,1,1,1,1,1,1,0,180,24,1,1,0,2041,439.52,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,23,1,1,0,1489,583.79,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,0,1,1,1,1,1,0,900,25,1,1,0,1064,629.36,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,0,1,1,1,1,1,1,1,1,1,180,31,1,1,0,1733,462.54,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,0,1,1,1,1,1,1,1,1,0,270,20,1,1,0,996,611.03,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,1,1,1,1,0,1,1,1,1,1,0,400,26,1,1,0,1317,459.81,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,215,25,1,1,0,774,476.32,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,18,1,1,0,926,628.32,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,235,25,1,1,0,1828,694.92,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,300,25,1,1,0,929,581.42,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,0,0,0,1,0,1,1,0,0,0,1,1,300,30,1,1,0,1900,514.59,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1,1,1,0,0,1,0,1,1,1,0,1,1,0,200,25,1,1,0,1733,653.65,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,220,20,1,1,0,846,444.34,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1471,632.56,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,60,30,1,1,1,1400,453.82,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,0,1,1,0,1,0,1,1,1,1,1,1,0,275,30,1,1,1,2144,338.04,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,90,24,1,1,0,1680,497.09,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,0,0,0,0,1,0,300,30,1,1,1,2255,594.27,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,30,1,0,1,575,575.21,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,0,1,0,0,1,1,0,180,14,1,1,0,509,577.25,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,0,0,1,1,0,250,26,1,1,1,3261,500.69,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,21,1,1,0,421,543.99,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,0,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,854,498.86,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,1,1,1,1,1,1,1,1,1,1,0,50,25,1,1,1,2080,441.21,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,0,1,0,1,1,1,1,1,1,0,250,31,1,1,1,2004,499.17,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,2080,583.31,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,0,1,1,1,1,1,0,240,20,1,0,1,575,483.22,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,30,1,1,0,1347,456.6,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,0,1,0,0,1,1,1,1,1,0,960,15,1,1,0,434,555.37,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,0,0,1,1,0,275,35,1,1,0,2340,508.87,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,150,28,1,1,0,930,575.65,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,350,32,1,1,0,1101,559.95,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,150,23,1,1,1,539,409.57,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2085,520.58,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,0,2041,549.15,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,1,0,1,0,1,1,0,1,1,1,1,1,1,0,175,27,1,1,1,2532,368.98,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,1,270,75,1,1,0,389,615.32,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,1,1,0,0,0,0,1,0,270,30,1,1,1,2966,496.32,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,1,0,0,1,1,0,0,0,0,0,375,35,1,1,1,2646,603.96,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,150,20,1,1,0,1387,498.55,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
