id,cluster_id,protected_attribute
3251,3,White
3252,3,Non-White
3253,7,White
3254,3,Non-White
3255,1,Non-White
3256,1,White
3257,3,Non-White
3258,2,Non-White
3259,2,Non-White
3260,1,White
3261,1,White
3262,7,Non-White
3263,7,Non-White
3264,3,Non-White
3265,7,Non-White
3266,7,White
3267,1,Non-White
3268,3,White
3269,2,Non-White
3270,3,White
3271,2,Non-White
3272,1,Non-White
3273,1,Non-White
3274,1,Non-White
3275,1,Non-White
3276,1,Non-White
3277,7,Non-White
3278,3,Non-White
3279,3,Non-White
3280,1,Non-White
3281,1,White
3282,1,Non-White
3283,2,Non-White
3284,1,White
3285,3,Non-White
3286,1,Non-White
3287,1,Non-White
3288,1,White
3289,3,White
3290,7,Non-White
3291,7,Non-White
3292,1,White
3293,2,Non-White
3294,7,Non-White
3295,2,Non-White
3296,7,Non-White
3297,7,White
3298,3,Non-White
3299,1,Non-White
3300,7,White
3301,1,White
3302,1,Non-White
3303,1,White
3304,7,Non-White
3305,1,Non-White
3306,2,Non-White
3307,2,Non-White
3308,7,Non-White
3309,1,Non-White
3310,1,Non-White
3311,3,White
3312,3,White
3313,2,White
3314,7,White
3315,1,White
3316,2,Non-White
3317,3,Non-White
3318,2,Non-White
3319,2,White
3320,1,White
3321,7,White
3322,2,Non-White
3323,1,Non-White
3324,1,Non-White
3325,7,White
3326,2,Non-White
3327,3,White
3328,2,White
3329,2,White
3330,1,Non-White
3331,3,Non-White
3332,1,Non-White
3333,1,Non-White
3334,1,Non-White
3335,2,White
3336,2,Non-White
3337,1,Non-White
3338,3,Non-White
3339,7,Non-White
3340,3,White
3341,2,Non-White
3342,1,White
3343,2,Non-White
3344,2,Non-White
3345,2,Non-White
3346,7,White
3347,2,White
3348,2,Non-White
3349,2,White
3350,2,Non-White
3351,2,Non-White
3352,3,Non-White
3353,1,Non-White
3354,3,White
3355,1,Non-White
3356,1,White
3357,7,Non-White
3358,3,White
3359,3,Non-White
3360,2,White
3361,3,Non-White
3362,1,Non-White
3363,3,White
3364,3,Non-White
3365,1,White
3366,7,White
3367,2,Non-White
3368,1,White
3369,1,White
3370,3,White
3371,3,Non-White
3372,7,White
3373,7,White
3374,1,White
3375,1,Non-White
3376,7,White
3377,3,White
3378,3,White
3379,3,Non-White
3380,1,White
3381,3,Non-White
3382,3,Non-White
3383,2,White
3384,3,Non-White
3385,2,White
3386,1,Non-White
3387,3,White
3388,3,White
3389,2,Non-White
3390,7,Non-White
3391,3,Non-White
3392,1,Non-White
3393,1,White
3394,3,Non-White
3395,2,Non-White
3396,2,Non-White
3397,7,White
3398,1,Non-White
3399,3,White
3400,7,White
3401,3,Non-White
3402,1,White
3403,1,Non-White
3404,7,Non-White
3405,2,Non-White
3406,7,Non-White
3407,7,Non-White
3408,2,Non-White
3409,3,Non-White
3410,1,Non-White
3411,3,Non-White
3412,1,White
3413,1,Non-White
3414,2,Non-White
3415,7,Non-White
3416,1,White
3417,2,Non-White
3418,1,Non-White
3419,7,Non-White
3420,1,White
3421,3,White
3422,3,Non-White
3423,7,White
3424,2,White
3425,2,White
3426,1,Non-White
3427,7,Non-White
3428,3,Non-White
3429,1,Non-White
3430,7,Non-White
3431,7,Non-White
3432,3,Non-White
3433,2,White
3434,1,White
3435,1,White
3436,1,White
3437,1,White
3438,1,White
3439,2,White
3440,3,White
3441,1,White
3442,1,Non-White
3443,3,Non-White
3444,7,White
3445,1,Non-White
3446,3,Non-White
3447,1,White
3448,3,White
3449,3,Non-White
3450,2,White
3451,1,Non-White
3452,1,Non-White
3453,2,White
3454,3,White
3455,1,Non-White
3456,3,Non-White
3457,3,Non-White
3458,1,Non-White
3459,3,White
3460,3,Non-White
3461,1,Non-White
3462,7,Non-White
3463,1,Non-White
3464,2,Non-White
3465,3,White
3466,2,Non-White
3467,1,White
3468,3,Non-White
3469,7,Non-White
3470,2,White
3471,2,Non-White
3472,3,Non-White
3473,1,Non-White
3474,2,Non-White
3475,1,Non-White
3476,3,Non-White
3477,7,Non-White
3478,1,Non-White
3479,7,White
3480,3,White
3481,2,White
3482,3,Non-White
3483,2,Non-White
3484,3,Non-White
3485,2,Non-White
3486,3,Non-White
3487,3,Non-White
3488,3,White
3489,1,White
3490,1,Non-White
3491,7,White
3492,7,White
3493,7,Non-White
3494,1,Non-White
3495,1,White
3496,2,Non-White
3497,7,White
3498,3,Non-White
3499,7,Non-White
3500,3,Non-White
3501,3,Non-White
3502,7,Non-White
3503,7,White
3504,5,Non-White
3505,7,White
3506,3,White
3507,3,White
3508,2,White
3509,2,Non-White
3510,7,White
3511,2,Non-White
3512,7,White
3513,3,White
3514,3,Non-White
3515,1,Non-White
3516,1,Non-White
3517,3,White
3518,3,White
3519,1,White
3520,3,Non-White
3521,3,Non-White
3522,3,White
3523,3,White
3524,7,White
3525,3,Non-White
3526,2,Non-White
3527,1,White
3528,1,Non-White
3529,3,White
3530,2,Non-White
3531,2,Non-White
3532,3,White
3533,1,Non-White
3534,1,Non-White
3535,7,Non-White
3536,2,Non-White
3537,3,White
3538,5,Non-White
3539,3,Non-White
3540,2,Non-White
3541,2,Non-White
3542,1,Non-White
3543,3,Non-White
3544,7,Non-White
3545,1,Non-White
3546,3,Non-White
3547,3,White
3548,3,Non-White
3549,2,Non-White
3550,2,Non-White
3551,1,White
3552,7,Non-White
3553,2,Non-White
3554,7,White
3555,1,White
3556,3,Non-White
3557,3,Non-White
3558,7,Non-White
3559,3,White
3560,1,Non-White
3561,7,White
3562,3,Non-White
3563,2,Non-White
3564,3,Non-White
3565,2,Non-White
3566,1,Non-White
3567,7,Non-White
3568,1,Non-White
3569,2,Non-White
3570,3,White
3571,1,White
3572,2,Non-White
3573,7,Non-White
3574,3,Non-White
3575,3,Non-White
3576,3,White
3577,1,Non-White
3578,1,White
3579,1,Non-White
3580,7,White
3581,1,Non-White
3582,7,Non-White
3583,2,Non-White
3584,2,Non-White
3585,3,Non-White
3586,2,Non-White
3587,3,Non-White
3588,3,White
3589,1,White
3590,2,Non-White
3591,2,White
3592,3,White
3593,1,Non-White
3594,3,Non-White
3595,3,Non-White
3596,1,White
3597,1,Non-White
3598,1,Non-White
3599,1,Non-White
3600,4,Non-White
3601,3,White
3602,1,Non-White
3603,7,White
3604,7,Non-White
3605,7,Non-White
3606,7,Non-White
3607,3,Non-White
3608,2,Non-White
3609,7,White
3610,3,Non-White
3611,3,Non-White
3612,1,Non-White
3613,2,Non-White
3614,2,Non-White
3615,2,Non-White
3616,2,White
3617,2,Non-White
3618,2,Non-White
3619,2,Non-White
3620,7,Non-White
3621,3,Non-White
3622,3,White
3623,3,Non-White
3624,2,White
3625,2,Non-White
3626,1,Non-White
3627,2,Non-White
3628,3,Non-White
3629,2,Non-White
3630,7,White
3631,7,Non-White
3632,3,Non-White
3633,1,White
3634,2,White
3635,7,Non-White
3636,7,Non-White
3637,7,Non-White
3638,7,Non-White
3639,1,White
3640,2,Non-White
3641,2,Non-White
3642,1,White
3643,1,Non-White
3644,2,Non-White
3645,7,White
3646,3,Non-White
3647,2,White
3648,1,White
3649,1,Non-White
3650,3,Non-White
3651,1,White
3652,7,Non-White
3653,2,Non-White
3654,3,Non-White
3655,2,White
3656,3,White
3657,2,Non-White
3658,7,White
3659,2,Non-White
3660,1,Non-White
3661,2,Non-White
3662,2,Non-White
3663,3,White
3664,3,White
3665,2,White
3666,1,Non-White
3667,3,Non-White
3668,3,Non-White
3669,3,Non-White
3670,3,Non-White
3671,1,Non-White
3672,1,Non-White
3673,7,White
3674,1,Non-White
3675,3,White
3676,3,White
3677,1,Non-White
3678,3,Non-White
3679,1,White
3680,3,Non-White
3681,2,Non-White
3682,1,White
3683,1,Non-White
3684,1,Non-White
3685,2,Non-White
3686,3,Non-White
3687,1,Non-White
3688,2,Non-White
3689,2,White
3690,6,Non-White
3691,2,Non-White
3692,7,White
3693,1,Non-White
3694,1,Non-White
3695,7,White
3696,7,White
3697,1,Non-White
3698,7,White
3699,2,Non-White
3700,1,White
3701,4,Non-White
3702,2,Non-White
3703,3,Non-White
3704,1,Non-White
3705,3,Non-White
3706,2,Non-White
3707,7,Non-White
3708,2,Non-White
3709,7,Non-White
3710,7,White
3711,7,Non-White
3712,1,Non-White
3713,2,Non-White
3714,7,Non-White
3715,7,Non-White
3716,7,Non-White
3717,1,Non-White
3718,3,Non-White
3719,3,Non-White
3720,3,Non-White
3721,3,Non-White
3722,7,Non-White
3723,1,White
3724,3,Non-White
3725,1,White
3726,3,Non-White
3727,7,Non-White
3728,3,Non-White
3729,1,White
3730,3,Non-White
3731,1,White
3732,3,Non-White
3733,1,Non-White
3734,1,Non-White
3735,7,White
3736,7,Non-White
3737,2,White
3738,7,White
3739,3,Non-White
3740,7,Non-White
3741,3,Non-White
3742,3,White
3743,2,Non-White
3744,2,Non-White
3745,7,Non-White
3746,2,Non-White
3747,2,Non-White
3748,3,White
3749,1,Non-White
3750,2,White
3751,2,Non-White
3752,1,White
3753,3,Non-White
3754,2,Non-White
3755,7,Non-White
3756,3,White
3757,1,Non-White
3758,3,Non-White
3759,7,Non-White
3760,3,Non-White
3761,1,Non-White
3762,1,White
3763,1,Non-White
3764,3,White
3765,3,Non-White
3766,1,Non-White
3767,3,Non-White
3768,2,Non-White
3769,3,Non-White
3770,3,Non-White
3771,1,Non-White
3772,7,Non-White
3773,2,Non-White
3774,3,Non-White
3775,2,Non-White
3776,7,Non-White
3777,3,Non-White
3778,2,Non-White
3779,1,White
3780,2,Non-White
3781,1,White
3782,2,White
3783,1,Non-White
3784,7,Non-White
3785,1,White
3786,1,White
3787,3,White
3788,3,Non-White
3789,2,Non-White
3790,7,White
3791,2,White
3792,1,Non-White
3793,7,White
3794,1,White
3795,3,White
3796,3,White
3797,7,Non-White
3798,3,Non-White
3799,2,Non-White
3800,1,Non-White
3801,7,White
3802,3,White
3803,2,Non-White
3804,3,Non-White
3805,1,Non-White
3806,7,White
3807,2,Non-White
3808,1,Non-White
3809,3,White
3810,2,White
3811,2,Non-White
3812,3,White
3813,1,Non-White
3814,3,Non-White
3815,2,White
3816,1,Non-White
3817,3,White
3818,3,Non-White
3819,7,Non-White
3820,2,Non-White
3821,2,White
3822,7,Non-White
3823,7,Non-White
3824,3,Non-White
3825,1,Non-White
3826,7,White
3827,2,Non-White
3828,1,White
3829,1,White
3830,7,Non-White
3831,2,Non-White
3832,2,Non-White
3833,3,Non-White
3834,7,White
3835,1,White
3836,1,White
3837,1,Non-White
3838,7,Non-White
3839,7,White
3840,7,White
3841,2,Non-White
3842,2,Non-White
3843,3,White
3844,3,Non-White
3845,3,White
3846,2,Non-White
3847,7,White
3848,1,White
3849,2,Non-White
3850,2,Non-White
3851,1,White
3852,1,Non-White
3853,2,Non-White
3854,3,Non-White
3855,7,Non-White
3856,2,Non-White
3857,3,Non-White
3858,2,White
3859,7,White
3860,3,Non-White
3861,7,White
3862,3,Non-White
3863,3,White
3864,2,White
3865,1,Non-White
3866,2,Non-White
3867,7,Non-White
3868,2,White
3869,7,Non-White
3870,3,Non-White
3871,2,White
3872,1,White
3873,7,White
3874,7,White
3875,7,White
3876,7,Non-White
3877,2,Non-White
3878,3,Non-White
3879,7,White
3880,2,Non-White
3881,1,White
3882,2,Non-White
3883,1,Non-White
3884,3,Non-White
3885,1,White
3886,1,White
3887,2,White
3888,7,White
3889,3,White
3890,2,White
3891,3,Non-White
3892,2,Non-White
3893,2,Non-White
3894,1,Non-White
3895,7,White
3896,7,Non-White
3897,3,Non-White
3898,7,Non-White
3899,3,White
3900,2,Non-White
3901,7,Non-White
3902,1,Non-White
3903,3,Non-White
3904,7,Non-White
3905,7,Non-White
3906,3,White
3907,1,Non-White
3908,3,Non-White
3909,3,Non-White
3910,2,Non-White
3911,1,Non-White
3912,3,Non-White
3913,3,White
3914,3,White
3915,3,Non-White
3916,7,Non-White
3917,1,Non-White
3918,2,Non-White
3919,1,White
3920,2,Non-White
3921,2,Non-White
3922,3,Non-White
3923,1,Non-White
3924,2,White
3925,3,White
3926,1,Non-White
3927,1,White
3928,2,Non-White
3929,3,Non-White
3930,1,White
3931,2,Non-White
3932,1,Non-White
3933,1,Non-White
3934,3,Non-White
3935,7,Non-White
3936,3,White
3937,3,White
3938,2,Non-White
3939,2,White
3940,3,White
3941,1,Non-White
3942,3,White
3943,1,White
3944,7,White
3945,1,Non-White
3946,7,Non-White
3947,1,White
3948,2,Non-White
3949,3,Non-White
3950,2,White
3951,2,Non-White
3952,1,White
3953,2,White
3954,7,Non-White
3955,7,Non-White
3956,2,Non-White
3957,1,Non-White
3958,7,Non-White
3959,7,Non-White
3960,7,Non-White
3961,5,Non-White
3962,1,Non-White
3963,3,White
3964,2,Non-White
3965,3,White
3966,1,Non-White
3967,2,Non-White
3968,3,Non-White
3969,1,White
3970,7,Non-White
3971,1,White
3972,3,White
3973,2,Non-White
3974,3,Non-White
3975,3,White
3976,1,Non-White
3977,1,White
3978,1,White
3979,7,Non-White
3980,2,Non-White
3981,2,Non-White
3982,1,White
3983,7,White
3984,3,Non-White
3985,1,White
3986,1,Non-White
3987,3,Non-White
3988,5,Non-White
3989,7,Non-White
3990,3,Non-White
3991,3,White
3992,7,White
3993,1,White
3994,2,White
3995,1,Non-White
3996,3,Non-White
3997,3,Non-White
3998,2,White
3999,3,White
4000,3,White
4001,1,White
4002,7,White
4003,3,Non-White
4004,3,White
4005,2,Non-White
4006,7,White
4007,7,Non-White
4008,2,White
4009,7,Non-White
4010,1,Non-White
4011,1,Non-White
4012,7,White
4013,2,Non-White
4014,7,Non-White
4015,1,Non-White
4016,2,Non-White
4017,7,Non-White
4018,1,Non-White
4019,1,Non-White
4020,1,Non-White
